"Nrpk";"Year";"Date";"Polig_nr";"Nr_4digitcode";"Approach";"Uniq_no";"Uniq_Rprog";"Unipntno";"Eksp_spp";"Exp_gr";"Mont_pnt";"Address";"Rel_type";"Status";"Usage";"Ul_mown";"Ul_graz";"Ul_aftmh";"Exp_opin";"Statuslet";"Luordap";"Transect_segment";"Transect_length";"Tr_length_m";"Str_score";"Spp_scortotal";"Spp_score50";"Totl_score";"Gr_qualit_exp";"Gr_qualit_farmer";"No_sp_plot";"aeup";"avul";"bmed";"camp";"cpan";"cvul";"cent";"chet";"cole";"dact";"ddel";"frag";"gbor";"gali";"gver";"gera";"geum";"hype";"isal";"karv";"lath";"lhis";"lvul";"lova";"lfos";"lsal";"mlup";"mela";"pilo";"psax";"pmed";"plat";"poly";"parg";"pere";"pver";"rhin";"ssyl";"sacr";"svir";"spra";"thal";"thym";"tpra";"trif";"tmon";"teur";"voff";"vlon";"vvul";"cumul_spno";"pairs"
322;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_10";"M_Medne";"exp1";10;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";6;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;"1"
323;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_2";"M_Medne";"exp1";2;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";7;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;"1"
324;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_3";"M_Medne";"exp1";3;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
325;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_4";"M_Medne";"exp1";4;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
326;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_5";"M_Medne";"exp1";5;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
327;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_6";"M_Medne";"exp1";6;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";8;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16;"1"
328;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_7";"M_Medne";"exp1";7;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
329;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_8";"M_Medne";"exp1";8;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";7;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16;"1"
330;2023;20230706;"6495_2";6495;"komb";"23_6495_2_b";"23_6495_2";"23_6495_2_b_9";"M_Medne";"exp1";9;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"337.4490051";"337";5;"36";"36";"41";"average";"na";8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;"1"
341;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_1";"M_Medne";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";12;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
342;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_10";"M_Medne";"exp1";10;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";10;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
343;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_2";"M_Medne";"exp1";2;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";12;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
344;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_3";"M_Medne";"exp1";3;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";6;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
345;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_4";"M_Medne";"exp1";4;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
346;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_5";"M_Medne";"exp1";5;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";11;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
347;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_6";"M_Medne";"exp1";6;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";10;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
348;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_7";"M_Medne";"exp1";7;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";7;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
349;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_8";"M_Medne";"exp1";8;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";11;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
350;2023;20230706;"6495_4";6495;"komb";"23_6495_4_b";"23_6495_4";"23_6495_4_b_9";"M_Medne";"exp1";9;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"45";"407.355011";"407";5;"51.5";"50";"55";"average";"na";10;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;"1"
351;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_1";"M_Medne";"exp1";1;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
352;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_10";"M_Medne";"exp1";10;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";11;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
353;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_2";"M_Medne";"exp1";2;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
354;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_3";"M_Medne";"exp1";3;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";3;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
355;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_4";"M_Medne";"exp1";4;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
356;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_5";"M_Medne";"exp1";5;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";9;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
357;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_6";"M_Medne";"exp1";6;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";8;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
358;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_7";"M_Medne";"exp1";7;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";7;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
359;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_8";"M_Medne";"exp1";8;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";9;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"1"
360;2023;20230706;"6495_5";6495;"komb";"23_6495_5_b";"23_6495_5";"23_6495_5_b_9";"M_Medne";"exp1";9;"Inguna_Avota_Krumini";"basic_ZP";"Participant";"pasture";"na";"na";"no";"na";"s";"DAP";"37";"334.1749878";"334";10;"37";"37";"47";"average";"na";10;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;15;"1"
